,ESPECIE,SEXO,HABITAT,PESO_g,TAMANHO_cm,BICO_mm,ASA_cm
350,ANAMBE,MACHO,MARAJO,87.267,22.517,18.047,13.217
351,PICA-PAU,MACHO,MOSQUEIRO,56.34,22.347,24.118,11.564
352,ARARA AZUL,MACHO,MARAJO,1242.54,101.332,97.758,38.362
353,ANAMBE,MACHO,MOSQUEIRO,80.728,21.463,14.761,13.132
354,ANAMBE,FEMEA,MOSQUEIRO,67.504,17.705,13.58,14.037
355,ANAMBE,MACHO,MOSQUEIRO,82.312,21.258,16.184,12.317
356,ANANBE,FEMEA,MOSQUEIRO,72.175,17.126,12.091,9.098
357,ANAMBE,FEMEA,MOSQUEIRO,66.614,16.359,11.756,12.612
358,ANAMBE,MACHO,MOSQUEIRO,79.215,20.386,15.275,11.324
359,ARARA AZUL,MACHO,MARAJO,1519.11,93.837,91.876,36.585
360,ANAMBE,MACHO,MOSQUEIRO,80.733,23.555,14.347,12.207
361,ANAMBE,MACHO,MARAJO,87.873,22.89,16.981,12.49
362,ARARA AZUL,MACHO,MARAJO,1543.729,100.101,98.193,36.92
363,PICA-PAU,MACHO,MOSQUEIRO,60.917,25.709,22.908,12.759
364,ANAMBE,MACHO,MARAJO,80.509,26.956,17.748,13.503
365,ARARA AZUL,FEMEA,MARAJO,1023.909,87.795,86.857,33.75
366,PICA-PAU,FEMEA,MOSQUEIRO,58.721,20.265,23.903,9.036
367,ANAMBE,FEMEA,MOSQUEIRO,70.351,14.943,12.95,13.917
368,ANAMBE,MACHO,MOSQUEIRO,79.198,19.966,14.751,13.513
369,ANAMBE,FEMEA,MOSQUEIRO,72.955,18.604,11.111,13.625
370,ANAMBE,MACHO,MOSQUEIRO,91.238,20.771,15.359,14.862
371,PICA-PAU,MACHO,MOSQUEIRO,63.533,22.473,24.776,13.429
372,PICA-PAU,FEMEA,MOSQUEIRO,67.362,20.958,23.522,9.572
373,ANAMBE,FEMEA,MOSQUEIRO,70.164,17.873,13.245,14.778
374,PICA-PAU,FEMEA,MOSQUEIRO,61.745,19.714,23.192,9.927
375,ANAMBE,MACHO,MOSQUEIRO,78.899,17.883,14.535,13.499
376,ARARA AZUL,MACHO,MARAJO,1192.862,105.698,102.633,38.88
377,ANAMBE,FEMEA,MARAJO,74.327,19.486,15.826,12.755
378,ANAMBE,FEMEA,MOSQUEIRO,75.126,20.42,12.723,12.959
379,PICA-PAU,FEMEA,MOSQUEIRO,60.36,24.378,22.22,9.672
380,ARARA AZUL,FEMEA,MARAJO,1094.664,88.246,95.543,35.697
381,PICA-PAU,FEMEA,MOSQUEIRO,49.012,17.719,22.695,11.479
382,ARARA AZUL,FEMEA,MARAJO,1252.55,86.9,91.761,33.196
383,PICA-PAU,MACHO,MOSQUEIRO,68.294,21.117,24.832,11.138
384,ANAMBE,FEMEA,MOSQUEIRO,68.255,18.387,12.97,15.472
385,ANAMBE,FEMEA,MOSQUEIRO,62.326,14.945,14.889,15.348
386,ANAMBE,MACHO,MARAJO,86.056,22.653,17.219,13.305
387,PICA-PAU,FEMEA,MOSQUEIRO,52.808,20.621,23.032,10.845
388,ANAMBE,MACHO,MARAJO,80.067,18.894,15.125,15.737
389,PICA-PAU,MACHO,MOSQUEIRO,65.359,22.017,24.403,12.134
390,ANAMBE,FEMEA,MOSQUEIRO,64.07,18.523,13.631,14.589
391,ANAMBE,FEMEA,MOSQUEIRO,63.666,14.637,12.467,15.171
392,ANAMBE,FEMEA,MARAJO,73.836,21.616,16.931,11.815
393,PICA-PAU,MACHO,MOSQUEIRO,56.951,20.881,24.976,11.55
394,PICA-PAU,MACHO,MOSQUEIRO,67.888,24.076,23.123,11.611
395,ANAMBE,FEMEA,MOSQUEIRO,64.359,15.618,12.913,14.874
396,ANAMBE,MACHO,MARAJO,83.865,21.284,16.11,15.394
397,ANAMBE,MACHO,MOSQUEIRO,74.178,22.984,14.711,15.245
398,ANAMBE,MACHO,MARAJO,79.195,21.495,17.397,11.213
399,ARARA AZUL,MACHO,MARAJO,1208.159,99.917,103.187,39.34
400,PICA-PAU,MACHO,MOSQUEIRO,67.069,21.836,24.922,10.659
401,ANAMBE,MACHO,MOSQUEIRO,78.523,21.153,15.066,9.876
402,ANAMBE,FEMEA,MARAJO,63.327,22.115,16.048,10.956
403,ARARA AZUL,MACHO,MARAJO,1243.494,93.734,103.284,39.302
404,ANAMBE,FEMEA,MOSQUEIRO,70.528,19.621,13.909,14.496
405,ANANBE,MACHO,MARAJO,80.375,21.749,16.608,12.814
406,ANAMBE,MACHO,MOSQUEIRO,83.759,22.552,17.127,12.712
407,PICA-PAU,MACHO,MOSQUEIRO,68.09,21.109,27.927,12.17
408,ANAMBE,MACHO,MARAJO,79.485,21.305,17.187,14.603
409,ARARA AZUL,FEMEA,MARAJO,953.926,85.594,84.807,32.39
410,ANAMBE,MACHO,MOSQUEIRO,83.894,19.64,15.179,14.731
411,ANAMBE,FEMEA,MOSQUEIRO,69.813,20.785,11.298,13.967
412,ANAMBE,MACHO,MOSQUEIRO,74.436,17.625,13.1,12.817
413,ANAMBE,MACHO,MOSQUEIRO,81.152,19.89,14.468,12.185
414,ANAMBE,FEMEA,MOSQUEIRO,73.84,15.009,12.839,13.677
415,PICA-PAU,FEMEA,MOSQUEIRO,61.908,23.315,21.097,11.013
416,ARARA AZUL,FEMEA,MARAJO,1017.907,87.21,83.646,31.877
417,ARARA AZUL,FEMEA,MARAJO,1148.315,88.054,87.21,32.053
418,ANAMBE,MACHO,MOSQUEIRO,75.601,18.806,15.751,12.572
419,ARARA AZUL,MACHO,MARAJO,1232.331,102.041,106.319,37.943
420,PICA-PAU,FEMEA,MOSQUEIRO,56.274,19.328,21.982,9.216
421,ANAMBE,FEMEA,MOSQUEIRO,,17.43,12.83,12.961
422,ANAMBE,FEMEA,MARAJO,69.551,18.369,16.604,13.209
423,ANAMBE,MACHO,MOSQUEIRO,67.78,22.716,15.58,12.419
424,ANAMBE,FEMEA,MOSQUEIRO,62.18,15.083,12.668,11.98
425,ARARA AZUL,FEMEA,MARAJO,924.394,83.667,99.833,29.184
426,ARARA AZUL,MACHO,MARAJO,1591.677,95.734,100.239,40.71
427,ARARA AZUL,FEMEA,MARAJO,989.345,95.646,96.664,33.386
428,PICA-PAU,FEMEA,MOSQUEIRO,55.867,20.444,21.941,10.348
429,PICA-PAU,MACHO,MOSQUEIRO,61.291,21.7,23.268,14.262
430,ANAMBE,FEMEA,MOSQUEIRO,70.514,16.211,13.426,12.101
431,ANAMBE,FEMEA,MOSQUEIRO,64.26,17.137,12.809,13.063
432,ARARA AZUL,FEMEA,MARAJO,1032.481,100.391,85.294,35.578
433,ANAMBE,FEMEA,MARAJO,67.664,18.906,15.482,12.431
434,ANAMBE,FEMEA,MOSQUEIRO,63.748,17.322,11.257,14.187
435,ARARA AZUL,MACHO,MARAJO,1364.278,95.473,98.478,39.658
436,PICA-PAU,MACHO,MOSQUEIRO,60.72,20.725,25.841,11.299
437,ARARA AZUL,MACHO,MARAJO,1406.052,92.746,97.272,40.312
438,ARARA AZUL,MACHO,MARAJO,1101.337,99.01,101.135,39.921
439,ANAMBE,MACHO,MOSQUEIRO,76.142,19.071,15.324,13.899
440,ANAMBE,MACHO,MOSQUEIRO,78.122,17.637,15.934,13.624
441,PICA-PAU,FEMEA,MOSQUEIRO,68.456,19.534,23.67,9.902
442,ANAMBE,FEMEA,MOSQUEIRO,69.349,18.69,13.967,13.235
443,PICA-PAU,MACHO,MOSQUEIRO,65.054,20.98,27.361,11.183
444,ARARA AZUL,MACHO,MARAJO,1452.694,102.923,96.202,39.746
445,ARARA AZUL,FEMEA,MARAJO,945.826,85.108,90.359,33.621
446,PICA-PAU,MACHO,MOSQUEIRO,66.617,21.98,25.784,11.002
447,ARARA AZUL,FEMEA,MARAJO,1176.321,95.887,100.502,29.912
448,ANAMBE,FEMEA,MOSQUEIRO,66.364,20.348,13.838,14.492
449,PICA-PAU,FEMEA,MOSQUEIRO,56.659,19.266,23.966,10.428
450,ARARA AZUL,MACHO,MARAJO,1653.693,95.866,96.952,43.101
451,PICA-PAU,FEMEA,MOSQUEIRO,58.703,22.605,20.987,10.571
452,ANAMBE,FEMEA,MOSQUEIRO,69.6,21.288,11.86,13.134
453,ANAMBE,MACHO,MARAJO,88.611,21.862,18.375,12.525
454,ANAMBE,FEMEA,MARAJO,72.581,17.753,15.203,12.296
455,ANAMBE,MACHO,MOSQUEIRO,70.585,25.168,13.61,12.623
456,ARARA AZUL,MACHO,MARAJO,1201.468,99.115,100.771,37.209
457,ANAMBE,MACHO,MARAJO,84.271,22.745,16.998,13.28
458,ARARA AZUL,MACHO,MARAJO,1296.315,96.625,99.214,36.829
459,PICA-PAU,MACHO,MOSQUEIRO,65.912,21.709,26.585,11.385
460,PICA-PAU,FEMEA,MOSQUEIRO,53.49,18.648,20.268,9.535
461,PICA-PAU,MACHO,MOSQUEIRO,64.672,26.383,25.421,11.384
462,PICA-PAU,FEMEA,MOSQUEIRO,60.502,19.662,20.433,9.39
463,ANAMBE,FEMEA,MOSQUEIRO,70.408,13.726,13.367,13.172
464,ARARA AZUL,MACHO,MARAJO,1075.263,98.268,90.294,39.941
465,ARARA AZUL,MACHO,MARAJO,1331.066,95.684,95.816,43.191
466,ARARA AZUL,FEMEA,MARAJO,862.75,91.48,84.097,26.091
467,ARARA AZUL,FEMEA,MARAJO,1226.921,84.796,97.282,32.552
468,ANAMBE,MACHO,MARAJO,84.207,21.554,17.523,10.927
469,ANAMBE,FEMEA,MOSQUEIRO,76.721,18.092,13.722,15.684
470,ARARA AZUL,FEMEA,MARAJO,1089.737,88.006,79.757,36.731
471,ANAMBE,FEMEA,MOSQUEIRO,69.425,19.285,14.074,13.228
472,PICA-PAU,FEMEA,MOSQUEIRO,62.721,23.794,20.17,9.575
473,PICA-PAU,MACHO,MOSQUEIRO,68.181,22.9,27.411,13.577
474,ARARA AZUL,FEMEA,MARAJO,1159.744,93.617,86.93,30.715
475,ANAMBE,FEMEA,MOSQUEIRO,65.583,17.458,13.447,15.808
476,ARARA AZUL,MACHO,MARAJO,1575.846,98.683,101.016,38.128
477,ARARA AZUL,MACHO,MARAJO,1103.157,100.971,95.313,38.414
478,ANAMBE,FEMEA,MARAJO,81.514,18.161,13.75,14.131
479,ANAMBE,FEMEA,MOSQUEIRO,72.315,18.636,14.643,16.816
480,PICA-PAU,FEMEA,MOSQUEIRO,48.509,18.407,21.485,8.93
481,ANAMBE,FEMEA,MOSQUEIRO,68.752,15.809,11.348,11.468
482,PICA-PAU,FEMEA,MOSQUEIRO,59.099,20.554,22.026,10.342
483,ANAMBE,FEMEA,MOSQUEIRO,65.025,18.29,15.06,13.459
484,ARARA AZUL,FEMEA,MARAJO,957.728,93.472,83.845,35.269
485,ANAMBE,FEMEA,MOSQUEIRO,68.895,14.635,13.154,14.804
486,ANAMBE,MACHO,MARAJO,80.716,21.476,19.537,14.077
487,ARARA AZUL,FEMEA,MARAJO,1161.506,87.7,95.274,32.767
488,ANAMBE,MACHO,MARAJO,92.018,28.017,16.944,13.638
489,ARARA AZUL,MACHO,MARAJO,1426.205,97.274,102.339,37.765
490,ARARA AZUL,MACHO,MARAJO,1441.225,100.695,97.3,40.725
491,ANAMBE,FEMEA,MOSQUEIRO,72.484,18.999,13.194,12.402
492,ARARA AZUL,MACHO,MARAJO,1401.512,95.999,113.117,39.36
493,ARARA AZUL,MACHO,MARAJO,1232.069,102.938,104.523,41.441
494,ANAMBE,MACHO,MARAJO,99.383,24.93,18.334,11.69
495,ANAMBE,MACHO,MOSQUEIRO,81.996,24.558,13.668,13.72
496,ARARA AZUL,MACHO,MARAJO,1362.815,93.871,96.941,38.107
497,ARARA AZUL,FEMEA,MARAJO,1282.009,93.807,93.644,34.756
498,PICA-PAU,FEMEA,MOSQUEIRO,48.622,21.805,21.656,10.444
499,PICA-PAU,FEMEA,MOSQUEIRO,58.764,18.415,23.476,10.296
500,ARARA AZUL,FEMEA,MARAJO,1150.974,88.835,91.95,32.242
501,ARARA AZUL,MACHO,MARAJO,1240.046,99.53,104.163,40.163
502,ANAMBE,MACHO,MOSQUEIRO,73.22,22.223,16.749,15.266
503,ARARA AZUL,MACHO,MARAJO,1616.513,106.602,103.28,42.63
504,PICA-PAU,FEMEA,MOSQUEIRO,56.551,20.891,22.275,9.622
505,PICA-PAU,MACHO,MOSQUEIRO,67.749,22.561,29.181,12.352
506,ARARA AZUL,FEMEA,MARAJO,1056.352,86.575,97.391,30.894
507,PICA-PAU,FEMEA,MOSQUEIRO,54.564,19.8,23.382,9.968
508,ANAMBE,MACHO,MARAJO,87.784,23.532,15.457,12.754
509,ANAMBE,FEMEA,MARAJO,64.276,21.047,15.462,13.412
510,ANAMBE,FEMEA,MARAJO,70.489,19.476,14.935,13.058
511,ANAMBE,FEMEA,MOSQUEIRO,70.95,17.429,11.826,16.102
512,ANAMBE,MACHO,MARAJO,81.748,19.699,17.229,11.81
513,ANAMBE,MACHO,MOSQUEIRO,84.453,18.821,14.833,13.29
514,ARARA AZUL,FEMEA,MARAJO,1089.143,92.85,94.75,28.478
515,ARARA AZUL,MACHO,MARAJO,1633.709,111.05,100.295,37.471
516,ARARA AZUL,MACHO,MARAJO,1642.072,106.273,95.356,42.128
517,ANAMBE,MACHO,MOSQUEIRO,79.042,19.062,15.349,12.045
518,ANAMBE,FEMEA,MOSQUEIRO,74.392,,12.85,11.81
519,PICA-PAU,FEMEA,MOSQUEIRO,49.257,19.047,22.458,9.638
520,ARARA AZUL,MACHO,MARAJO,1661.496,98.436,94.891,31.635
521,PICA-PAU,FEMEA,MOSQUEIRO,53.68,19.873,22.979,11.084
522,ANAMBE,FEMEA,MARAJO,71.147,22.317,13.722,10.087
523,ANAMBE,FEMEA,MARAJO,62.846,19.917,14.734,9.882
524,PICA-PAU,MACHO,MOSQUEIRO,62.57,21.87,26.131,12.062
525,ANAMBE,MACHO,MARAJO,88.795,19.958,16.082,15.134
526,ARARA AZUL,FEMEA,MARAJO,893.906,85.572,88.036,31.513
527,PICA-PAU,MACHO,MOSQUEIRO,64.924,19.604,24.27,9.178
528,ANAMBE,MACHO,MOSQUEIRO,86.191,21.673,14.705,12.701
529,PICA-PAU,FEMEA,MOSQUEIRO,48.598,20.567,21.891,11.834
530,ARARA AZUL,MACHO,MARAJO,1621.503,94.578,100.321,38.668
531,ANAMBE,MACHO,MARAJO,86.838,25.174,17.051,12.707
532,ANAMBE,MACHO,MOSQUEIRO,87.173,24.567,15.495,12.006
533,ANAMBE,FEMEA,,71.94,17.197,12.909,11.724
534,ANAMBE,MACHO,MARAJO,85.976,20.743,16.717,14.006
535,ARARA AZUL,MACHO,MARAJO,1212.151,95.533,92.769,42.719
536,ANAMBE,FEMEA,MOSQUEIRO,65.036,19.44,10.676,14.561
537,PICA-PAU,MACHO,MOSQUEIRO,54.728,21.765,24.159,12.241
538,PICA-PAU,MACHO,MOSQUEIRO,69.049,21.3,25.113,11.827
539,PICA-PAU,FEMEA,MOSQUEIRO,55.27,20.439,21.574,8.759
540,ARARA AZUL,MACHO,MARAJO,1393.097,92.594,103.992,36.532
541,PICA-PAU,MACHO,MOSQUEIRO,53.782,20.856,24.449,12.847
542,ANAMBE,FEMEA,MOSQUEIRO,72.675,16.701,13.286,11.565
543,ANAMBE,FEMEA,MOSQUEIRO,65.275,15.871,12.939,17.465
544,ANAMBE,FEMEA,MARAJO,77.055,20.803,15.452,11.149
545,ARARA AZUL,MACHO,MARAJO,1527.192,95.073,94.241,41.114
546,ANAMBE,MACHO,MOSQUEIRO,74.159,19.589,15.006,11.88
547,PICA-PAU,FEMEA,MOSQUEIRO,53.177,19.44,21.71,9.098
548,ANAMBE,MACHO,MOSQUEIRO,74.422,18.308,15.165,13.126
549,PICA-PAU,FEMEA,MOSQUEIRO,48.938,19.773,23.629,9.452
550,ANAMBE,FEMEA,MOSQUEIRO,68.931,12.174,12.12,14.695
551,ANAMBE,FEMEA,MARAJO,71.361,19.037,15.466,13.542
552,ANAMBE,MACHO,MOSQUEIRO,82.813,18.775,14.779,11.843
553,ANAMBE,MACHO,MOSQUEIRO,78.254,18.967,14.821,13.374
554,ANAMBE,MACHO,MARAJO,76.265,22.922,16.99,14.943
555,ANAMBE,MACHO,MOSQUEIRO,98.286,21.13,14.499,13.836
556,PICA-PAU,FEMEA,MOSQUEIRO,52.396,21.946,20.406,9.768
557,PICA-PAU,MACHO,MOSQUEIRO,70.801,21.813,24.216,11.627
558,PICA-PAU,MACHO,MOSQUEIRO,61.777,23.36,25.994,12.969
559,ANAMBE,FEMEA,MOSQUEIRO,67.456,14.171,11.71,13.184
560,ARARA AZUL,MACHO,MARAJO,1314.681,94.388,95.33,35.045
561,ARARA AZUL,MACHO,MARAJO,1179.69,102.42,102.692,37.151
562,PICA-PAU,MACHO,MOSQUEIRO,59.965,19.369,24.353,14.36
563,ANAMBE,MACHO,MARAJO,94.667,25.195,17.247,15.092
564,ANAMBE,MACHO,MARAJO,82.667,22.256,17.943,13.453
565,ANAMBE,FEMEA,MOSQUEIRO,64.523,16.065,13.119,15.298
566,PICA-PAU,FEMEA,MOSQUEIRO,57.97,22.967,20.862,8.879
567,ARARA AZUL,MACHO,MARAJO,1470.438,109.952,97.59,40.556
568,ARARA AZUL,MACHO,MARAJO,1322.962,109.787,109.601,36.963
569,PICA-PAU,FEMEA,MOSQUEIRO,52.271,21.253,23.248,10.072
570,ARARA AZUL,MACHO,MARAJO,1257.568,89.66,97.621,34.223
571,PICA-PAU,MACHO,MOSQUEIRO,66.944,21.687,22.843,11.57
572,ANAMBE,MACHO,MARAJO,95.729,21.076,16.375,14.704
573,PICA-PAU,FEMEA,MOSQUEIRO,46.301,,23.431,11.168
574,PICA-PAU,MACHO,MOSQUEIRO,58.917,22.68,22.253,13.039
575,ANAMBE,MACHO,MOSQUEIRO,72.06,18.75,14.23,13.524
576,PICA-PAU,FEMEA,MOSQUEIRO,66.368,21.095,22.172,11.185
577,PICA-PAU,FEMEA,MOSQUEIRO,51.042,18.999,21.264,8.996
578,ARARA AZUL,MACHO,MARAJO,1524.343,96.453,89.467,33.562
579,ANAMBE,FEMEA,MOSQUEIRO,68.999,18.327,11.264,13.578
580,ARARA AZUL,MACHO,MARAJO,1515.481,98.108,97.444,37.125
581,PICA-PAU,FEMEA,MOSQUEIRO,54.293,19.594,24.575,10.881
582,ANAMBE,FEMEA,MOSQUEIRO,66.077,16.205,13.033,16.516
583,ANAMBE,FEMEA,MOSQUEIRO,79.232,16.947,13.819,12.321
584,ARARA AZUL,MACHO,MARAJO,1173.26,99.546,102.607,38.012
585,ARARA AZUL,MACHO,MARAJO,1030.024,96.692,104.689,39.049
586,ARARA AZUL,FEMEA,MARAJO,1200.196,93.315,84.317,30.696
587,ANAMBE,FEMEA,MOSQUEIRO,74.896,14.986,12.203,13.397
588,PICA-PAU,MACHO,MOSQUEIRO,64.861,21.894,23.727,13.221
589,ARARA AZUL,FEMEA,MARAJO,1098.059,96.044,88.612,34.56
590,ARARA AZUL,MACHO,MARAJO,1396.796,94.514,109.34,37.29
591,ARARA AZUL,FEMEA,MARAJO,863.592,87.588,99.698,32.671
592,ANAMBE,FEMEA,MOSQUEIRO,76.566,19.516,13.282,13.542
593,ANAMBE,MACHO,MOSQUEIRO,77.132,19.148,14.352,12.023
594,PICA-PAU,MACHO,MOSQUEIRO,68.743,22.248,25.066,12.808
595,ARARA AZUL,MACHO,MARAJO,1399.804,109.269,109.625,43.662
596,ANAMBE,MACHO,MARAJO,82.7,27.148,16.943,11.988
597,PICA-PAU,FEMEA,MOSQUEIRO,51.796,20.506,22.071,10.011
598,ANAMBE,MACHO,MOSQUEIRO,88.077,18.649,13.663,13.111
599,ANAMBE,MACHO,MOSQUEIRO,78.925,18.839,14.336,10.56
600,ANAMBE,MACHO,MOSQUEIRO,76.067,19.552,15.374,11.955
601,ANAMBE,MACHO,MOSQUEIRO,84.525,20.783,13.788,12.773
602,PICA-PAU,FEMEA,MOSQUEIRO,59.915,21.838,22.06,9.396
603,ARARA AZUL,MACHO,MARAJO,1419.825,99.586,100.75,35.261
604,ARARA AZUL,MACHO,MARAJO,1390.056,96.455,91.038,32.979
605,ANAMBE,FEMEA,MARAJO,77.525,19.375,14.902,10.6
606,ANAMBE,MACHO,MARAJO,87.422,28.022,16.962,15.292
607,ANAMBE,FEMEA,MOSQUEIRO,70.608,15.644,12.961,13.834
608,ANAMBE,FEMEA,MOSQUEIRO,63.968,17.904,13.264,12.59
609,PICA-PAU,FEMEA,MOSQUEIRO,64.642,23.086,21.432,8.941
610,PICA-PAU,MACHO,MOSQUEIRO,71.822,26.681,24.761,10.483
611,ANAMBE,FEMEA,MOSQUEIRO,72.949,17.841,11.862,14.549
612,ANAMBE,MACHO,MARAJO,96.484,19.615,16.656,13.059
613,PICA-PAU,FEMEA,MOSQUEIRO,66.557,18.331,20.862,11.175
614,PICA-PAU,FEMEA,MOSQUEIRO,59.957,20.494,22.605,11.038
615,ARARA AZUL,FEMEA,MARAJO,956.28,98.838,91.464,31.972
616,ANAMBE,FEMEA,MARAJO,73.828,22.041,15.429,11.291
617,PICA-PAU,FEMEA,MOSQUEIRO,57.95,19.963,20.748,10.619
618,ANAMBE,MACHO,MARAJO,83.47,20.047,18.954,16.42
619,PICA-PAU,MACHO,MOSQUEIRO,60.36,22.701,24.603,11.579
620,ANAMBE,MACHO,MOSQUEIRO,85.802,24.182,15.043,12.313
621,PICA-PAU,FEMEA,MOSQUEIRO,58.983,20.681,25.845,11.01
622,ANANBE,MACHO,MARAJO,88.856,22.188,16.24,13.13
623,ARARA AZUL,FEMEA,MARAJO,1288.064,88.075,99.409,31.048
624,ANAMBE,FEMEA,MARAJO,75.862,16.6,15.826,8.302
625,ARARA AZUL,MACHO,MARAJO,1228.783,97.929,104.194,44.259
626,ARARA AZUL,FEMEA,MARAJO,,90.171,81.07,29.813
627,ARARA AZUL,MACHO,MARAJO,1484.32,93.037,99.04,38.437
628,ANAMBE,FEMEA,MOSQUEIRO,68.798,17.904,10.433,15.354
629,ANAMBE,MACHO,MARAJO,86.072,23.799,15.354,11.859
630,ANAMBE,MACHO,MOSQUEIRO,77.766,26.496,14.578,15.934
631,ARARA AZUL,MACHO,MARAJO,1560.335,98.143,100.217,38.907
632,ARARA AZUL,MACHO,MARAJO,1417.817,94.64,106.788,40.515
633,ANAMBE,MACHO,MOSQUEIRO,73.214,18.293,15.595,10.938
634,ANAMBE,FEMEA,MARAJO,70.996,21.912,14.803,13.176
635,PICA-PAU,FEMEA,MOSQUEIRO,59.324,21.983,22.95,9.006
636,ANAMBE,MACHO,MOSQUEIRO,78.7,19.599,16.052,13.941
637,PICA-PAU,MACHO,MOSQUEIRO,56.649,22.907,26.693,13.356
638,PICA-PAU,MACHO,MOSQUEIRO,72.196,20.922,24.102,12.434
639,ANAMBE,FEMEA,MOSQUEIRO,66.633,15.702,11.577,13.162
640,ARARA AZUL,FEMEA,MARAJO,1348.182,98.863,91.961,38.993
641,ANAMBE,FEMEA,MOSQUEIRO,69.674,16.088,12.84,13.045
642,ANAMBE,MACHO,MOSQUEIRO,73.475,19.341,14.572,12.642
643,ARARA AZUL,FEMEA,MARAJO,1204.179,93.887,87.719,29.871
644,ANAMBE,MACHO,MOSQUEIRO,83.011,18.99,15.58,13.339
645,ANAMBE,MACHO,MARAJO,83.945,21.38,18.043,13.987
646,ANAMBE,MACHO,MOSQUEIRO,90.836,21.555,14.595,13.205
647,ANAMBE,MACHO,MOSQUEIRO,72.952,22.109,14.9,12.521
648,ANAMBE,FEMEA,MARAJO,74.641,19.183,15.54,15.281
649,PICA-PAU,MACHO,MOSQUEIRO,60.405,21.419,26.703,11.613
650,ANAMBE,FEMEA,MOSQUEIRO,69.9,16.791,10.271,15.796
651,ANAMBE,MACHO,MARAJO,88.529,27.515,17.262,17.183
652,ARARA AZUL,MACHO,MARAJO,1580.769,96.908,107.366,32.817
653,ANAMBE,FEMEA,MOSQUEIRO,66.797,17.319,14.884,16.306
654,ANAMBE,MACHO,MOSQUEIRO,87.838,21.245,15.606,15.701
655,ANAMBE,FEMEA,MOSQUEIRO,72.252,13.928,11.085,14.014
656,ANAMBE,FEMEA,MARAJO,74.635,19.781,15.937,11.404
657,ANAMBE,MACHO,MOSQUEIRO,81.824,20.198,15.135,12.109
658,ANAMBE,FEMEA,MOSQUEIRO,74.999,16.97,12.975,11.275
659,PICA-PAU,FEMEA,MOSQUEIRO,52.695,21.046,20.492,10.2
660,ANAMBE,FEMEA,MOSQUEIRO,72.31,15.928,11.627,13.755
661,ANAMBE,MACHO,MOSQUEIRO,84.532,20.703,15.028,13.434
662,ANAMBE,MACHO,MOSQUEIRO,76.13,18.353,15.538,12.204
663,ARARA AZUL,MACHO,MARAJO,974.303,93.406,91.146,35.402
664,PICA-PAU,MACHO,MOSQUEIRO,67.764,24.726,27.383,11.579
665,PICA-PAU,FEMEA,MOSQUEIRO,53.044,18.156,22.482,12.061
666,ANAMBE,FEMEA,MOSQUEIRO,74.195,13.232,12.372,14.822
667,ARARA AZUL,MACHO,MARAJO,1088.995,99.123,98.373,44.301
668,ANAMBE,MACHO,MOSQUEIRO,79.784,18.357,15.9,11.801
669,ANAMBE,MACHO,MOSQUEIRO,87.232,19.596,13.2,11.297
670,ANAMBE,MACHO,MOSQUEIRO,81.051,18.12,16.639,12.0
671,ANAMBE,MACHO,MOSQUEIRO,84.28,20.514,17.012,13.271
672,ANAMBE,MACHO,MARAJO,85.388,26.184,17.658,14.539
673,ANAMBE,FEMEA,MOSQUEIRO,66.249,19.766,12.849,14.009
674,ANAMBE,FEMEA,MOSQUEIRO,74.038,20.521,11.659,14.895
675,PICA-PAU,MACHO,MOSQUEIRO,68.603,21.81,24.72,10.673
676,PICA-PAU,FEMEA,MOSQUEIRO,54.63,19.758,20.999,11.454
677,PICA-PAU,FEMEA,MOSQUEIRO,46.531,19.651,21.427,9.627
678,PICA-PAU,MACHO,MOSQUEIRO,55.913,22.45,25.948,12.124
679,ANAMBE,FEMEA,MOSQUEIRO,68.895,17.082,12.961,14.179
680,PICA-PAU,FEMEA,MOSQUEIRO,61.983,19.699,22.662,10.016
681,PICA-PAU,MACHO,MOSQUEIRO,73.622,21.099,24.265,12.182
682,PICA-PAU,MACHO,MOSQUEIRO,65.853,20.632,22.336,13.203
683,ANAMBE,FEMEA,MOSQUEIRO,75.168,17.423,13.571,8.789
684,ANAMBE,MACHO,MOSQUEIRO,86.376,20.553,15.779,13.659
685,ARARA AZUL,FEMEA,MARAJO,1301.911,,93.373,31.231
686,PICA-PAU,MACHO,MOSQUEIRO,59.829,23.659,21.096,12.436
687,ARARA AZUL,FEMEA,MARAJO,993.523,92.133,98.676,33.595
688,ANAMBE,MACHO,MOSQUEIRO,87.32,23.807,15.609,11.911
689,ANAMBE,MACHO,MOSQUEIRO,78.768,19.551,17.114,12.807
690,ANAMBE,FEMEA,MOSQUEIRO,71.301,17.436,11.184,10.761
691,ANAMBE,MACHO,MOSQUEIRO,78.841,24.108,15.907,13.131
692,ANAMBE,MACHO,MARAJO,86.928,19.272,15.204,15.424
693,ANAMBE,MACHO,MOSQUEIRO,82.918,20.632,13.259,12.965
694,ANAMBE,FEMEA,MOSQUEIRO,75.095,16.805,11.963,13.216
695,ARARA AZUL,MACHO,MARAJO,1264.929,95.189,105.006,38.285
696,ARARA AZUL,MACHO,MARAJO,992.817,97.142,99.603,43.076
697,PICA-PAU,MACHO,MOSQUEIRO,73.676,24.528,24.609,12.508
698,ARARA AZUL,FEMEA,MARAJO,999.055,92.481,95.001,30.296
699,ARARA AZUL,FEMEA,MARAJO,1022.563,90.202,91.575,32.394
700,ARARA AZUL,FEMEA,MARAJO,1097.241,88.229,85.393,34.639
